ID,Name,Species,Age,Category
CVCL_1619,OCI-AML-2,Homo sapiens,65Y,Cancer cell line
CVCL_1844,OCI-AML-3,Homo sapiens,57Y,Cancer cell line
CVCL_1620,OCI-AML-5,Homo sapiens,77Y,Cancer cell line
CVCL_8795,OCI-Ly10,Homo sapiens,66Y,Cancer cell line
CVCL_1878,OCI-Ly19,Homo sapiens,27Y,Cancer cell line
CVCL_2149,OCI-M1,Homo sapiens,62Y,Cancer cell line
CVCL_2150,OCI-M2,Homo sapiens,56Y,Cancer cell line
CVCL_6934,OCM-1,Homo sapiens,33Y,Cancer cell line
CVCL_6935,OCM-1A,Homo sapiens,33Y,Cancer cell line
CVCL_6937,OCM-3,Homo sapiens,51Y,Cancer cell line
CVCL_6938,OCM-8,Homo sapiens,51Y,Cancer cell line
CVCL_3084,OCUM-1,Homo sapiens,38Y,Cancer cell line
CVCL_VV83,OCUM-14,Homo sapiens,64Y,Cancer cell line
CVCL_6017,OCUT-1,Homo sapiens,74Y,Cancer cell line
CVCL_9814,OCUT-2,Homo sapiens,81Y,Cancer cell line
CVCL_1622,OE19,Homo sapiens,72Y,Cancer cell line
CVCL_2661,OE21,Homo sapiens,74Y,Cancer cell line
CVCL_0471,OE33,Homo sapiens,73Y,Cancer cell line
CVCL_6782,OECM-1,Homo sapiens,,Cancer cell line
CVCL_9815,Okajima,Homo sapiens,38Y,Cancer cell line
CVCL_2671,ONE58,Homo sapiens,58Y,Cancer cell line
CVCL_1624,ONS-76,Homo sapiens,2Y,Cancer cell line
CVCL_1625,OPM-2,Homo sapiens,56Y,Cancer cell line
CVCL_S692,ORL-48,Homo sapiens,79Y,Cancer cell line
CVCL_1626,OS-RC-2,Homo sapiens,52Y,Cancer cell line
CVCL_3088,OUMS-23,Homo sapiens,37Y,Cancer cell line
CVCL_4366,OV-1063,Homo sapiens,57Y,Cancer cell line
CVCL_0473,OV-2008,Homo sapiens,66Y,Cancer cell line
CVCL_3768,OV-90,Homo sapiens,64Y,Cancer cell line
CVCL_2672,OV17R,Homo sapiens,50Y,Cancer cell line
CVCL_2673,OV56,Homo sapiens,46Y,Cancer cell line
CVCL_2675,OV7,Homo sapiens,78Y,Cancer cell line
CVCL_3935,OVCA420,Homo sapiens,,Cancer cell line
CVCL_3936,OVCA429,Homo sapiens,,Cancer cell line
CVCL_3769,OVCA432,Homo sapiens,,Cancer cell line
CVCL_0475,OVCA433,Homo sapiens,,Cancer cell line
CVCL_0465,OVCAR-3,Homo sapiens,60Y,Cancer cell line
CVCL_1627,OVCAR-4,Homo sapiens,42Y,Cancer cell line
CVCL_1628,OVCAR-5,Homo sapiens,67Y,Cancer cell line
CVCL_1629,OVCAR-8,Homo sapiens,64Y,Cancer cell line
CVCL_3116,OVISE,Homo sapiens,40Y,Cancer cell line
CVCL_3110,OVKATE,Homo sapiens,40Y,Cancer cell line
CVCL_3114,OVSAHO,Homo sapiens,56Y,Cancer cell line
CVCL_3117,OVTOKO,Homo sapiens,78Y,Cancer cell line
CVCL_0479,PA-1,Homo sapiens,12Y,Cancer cell line
CVCL_E019,PAE-iPS-1,Homo sapiens,Fetus,Induced pluripotent stem cell
CVCL_E021,PAE-iPS-11,Homo sapiens,Fetus,Induced pluripotent stem cell
CVCL_E025,PAE-iPS-4,Homo sapiens,Fetus,Induced pluripotent stem cell
CVCL_E026,PAE-iPS-5,Homo sapiens,Fetus,Induced pluripotent stem cell
CVCL_D692,PAE551,Homo sapiens,Fetus,Finite cell line
CVCL_1633,Panc 02.03,Homo sapiens,70Y,Cancer cell line
CVCL_1634,Panc 02.13,Homo sapiens,64Y,Cancer cell line
CVCL_1635,Panc 03.27,Homo sapiens,65Y,Cancer cell line
CVCL_1636,Panc 04.03,Homo sapiens,70Y,Cancer cell line
CVCL_1637,Panc 05.04,Homo sapiens,77Y,Cancer cell line
CVCL_1638,Panc 08.13,Homo sapiens,85Y,Cancer cell line
CVCL_0480,PANC-1,Homo sapiens,56Y,Cancer cell line
CVCL_WL48,PANC-1-Cas9-554,Homo sapiens,56Y,Cancer cell line
CVCL_1845,PaTu 8902,Homo sapiens,44Y,Cancer cell line
CVCL_1847,PaTu 8988t,Homo sapiens,64Y,Cancer cell line
CVCL_DQ81,PBMC1-iPS4F1 shDLL4,Homo sapiens,39Y,Induced pluripotent stem cell
CVCL_DQ82,PBMC1-iPS4F1 shSCR,Homo sapiens,39Y,Induced pluripotent stem cell
CVCL_0035,PC-3,Homo sapiens,62Y,Cancer cell line
CVCL_G257,PC-3M-1E8,Homo sapiens,62Y,Cancer cell line
CVCL_G256,PC-3M-2B4,Homo sapiens,62Y,Cancer cell line
CVCL_B260,PC-9,Homo sapiens,45Y,Cancer cell line
CVCL_LE04,PcBra1,Homo sapiens,62Y,Cancer cell line
CVCL_LE05,PcBra2,Homo sapiens,53Y,Cancer cell line
CVCL_LE06,PcBra3,Homo sapiens,50Y,Cancer cell line
CVCL_L664,PD-iPS1 [Human iPSC China],Homo sapiens,56Y,Induced pluripotent stem cell
CVCL_L665,PD-iPS2,Homo sapiens,56Y,Induced pluripotent stem cell
CVCL_2678,PE/CA-PJ15,Homo sapiens,45Y,Cancer cell line
CVCL_2682,PEA1,Homo sapiens,Age unspecified,Cancer cell line
CVCL_2683,PEA2,Homo sapiens,Age unspecified,Cancer cell line
CVCL_2H31,PeCa-UkHb-01,Homo sapiens,74Y,Cancer cell line
CVCL_2686,PEO1,Homo sapiens,Age unspecified,Cancer cell line
CVCL_2687,PEO14,Homo sapiens,Age unspecified,Cancer cell line
CVCL_2688,PEO16,Homo sapiens,Age unspecified,Cancer cell line
CVCL_2689,PEO23,Homo sapiens,Age unspecified,Cancer cell line
CVCL_2690,PEO4,Homo sapiens,Age unspecified,Cancer cell line
CVCL_W979,PER-117,Homo sapiens,2Y,Cancer cell line
CVCL_W976,PER-145,Homo sapiens,19Y,Cancer cell line
CVCL_W980,PER-255,Homo sapiens,5Y,Cancer cell line
CVCL_W981,PER-278,Homo sapiens,10Y,Cancer cell line
CVCL_W982,PER-371,Homo sapiens,,Cancer cell line
CVCL_A475,PER-377,Homo sapiens,1Y7M,Cancer cell line
CVCL_W983,PER-427,Homo sapiens,,Cancer cell line
CVCL_W984,PER-485,Homo sapiens,,Cancer cell line
CVCL_W985,PER-487,Homo sapiens,,Cancer cell line
CVCL_W986,PER-490,Homo sapiens,,Cancer cell line
CVCL_W987,PER-495,Homo sapiens,,Cancer cell line
CVCL_W988,PER-537,Homo sapiens,,Cancer cell line
CVCL_W989,PER-550,Homo sapiens,Children,Cancer cell line
CVCL_W990,PER-604,Homo sapiens,,Cancer cell line
CVCL_W991,PER-606,Homo sapiens,Children,Cancer cell line
CVCL_W992,PER-607,Homo sapiens,,Transformed cell line
CVCL_W993,PER-608,Homo sapiens,,Cancer cell line
CVCL_4392,PG-LH7,Homo sapiens,65Y,Cancer cell line
CVCL_DQ60,PH1-Fib-hiPSC4F1,Homo sapiens,37Y,Induced pluripotent stem cell
CVCL_DQ61,PH1-PBMCs-hiPSC4F1,Homo sapiens,37Y,Induced pluripotent stem cell
CVCL_4717,PK-1,Homo sapiens,Age unspecified,Cancer cell line
CVCL_6748,PK-45H,Homo sapiens,Age unspecified,Cancer cell line
CVCL_6749,PK-45P,Homo sapiens,Age unspecified,Cancer cell line
CVCL_4897,PK-59,Homo sapiens,66Y,Cancer cell line
CVCL_4718,PK-8,Homo sapiens,Age unspecified,Cancer cell line
CVCL_2161,PL-21,Homo sapiens,24Y,Cancer cell line
CVCL_3567,PL45,Homo sapiens,81Y,Cancer cell line
CVCL_7110,PLA-801D,Homo sapiens,65Y,Cancer cell line
CVCL_0485,PLC/PRF/5,Homo sapiens,24Y,Cancer cell line
CVCL_5216,PMC42-LA,Homo sapiens,68Y,Cancer cell line
CVCL_AD95,pPS1,Homo sapiens,Blastocyst stage,Embryonic stem cell
CVCL_RU11,PPT2,Homo sapiens,,Cancer cell line
CVCL_1644,PSN1,Homo sapiens,Age unspecified,Cancer cell line
CVCL_3143,QGP-1,Homo sapiens,61Y,Cancer cell line
CVCL_0511,Raji,Homo sapiens,11Y,Cancer cell line
CVCL_2701,RAJI TK-,Homo sapiens,11Y,Cancer cell line
CVCL_2700,RAJI TK+,Homo sapiens,11Y,Cancer cell line
CVCL_0597,Ramos,Homo sapiens,3Y,Cancer cell line
CVCL_9U45,RC,Homo sapiens,71Y,Cancer cell line
CVCL_C781,RC-10,Homo sapiens,Blastocyst stage,Embryonic stem cell
CVCL_C782,RC-11,Homo sapiens,Blastocyst stage,Embryonic stem cell
CVCL_C783,RC-12,Homo sapiens,Blastocyst stage,Embryonic stem cell
CVCL_5867,RC-124,Homo sapiens,63Y,Finite cell line
CVCL_L202,RC-13,Homo sapiens,Blastocyst stage,Embryonic stem cell
CVCL_L203,RC-14,Homo sapiens,Blastocyst stage,Embryonic stem cell
CVCL_L204,RC-15,Homo sapiens,Blastocyst stage,Embryonic stem cell
CVCL_L205,RC-16,Homo sapiens,Blastocyst stage,Embryonic stem cell
CVCL_L206,RC-17,Homo sapiens,Blastocyst stage,Embryonic stem cell
CVCL_C787,RC-5,Homo sapiens,Blastocyst stage,Embryonic stem cell
CVCL_C788,RC-6,Homo sapiens,Blastocyst stage,Embryonic stem cell
CVCL_C789,RC-7,Homo sapiens,Blastocyst stage,Embryonic stem cell
CVCL_C790,RC-8,Homo sapiens,Blastocyst stage,Embryonic stem cell
CVCL_C791,RC-9,Homo sapiens,Blastocyst stage,Embryonic stem cell
CVCL_5874,RCC-GH,Homo sapiens,63Y,Cancer cell line
CVCL_5876,RCC-GW,Homo sapiens,51Y,Cancer cell line
CVCL_5881,RCC-KL,Homo sapiens,51Y,Cancer cell line
CVCL_5887,RCC-PR,Homo sapiens,81Y,Cancer cell line
CVCL_C099,RCM-1 [Human ESC],Homo sapiens,Blastocyst stage,Embryonic stem cell
CVCL_1648,RCM-1 [Human rectum adenocarcinoma],Homo sapiens,73Y,Cancer cell line
CVCL_1649,RD,Homo sapiens,7Y,Cancer cell line
CVCL_2169,RD-ES,Homo sapiens,19Y,Cancer cell line
CVCL_1884,REC-1,Homo sapiens,61Y,Cancer cell line
CVCL_1650,Reh,Homo sapiens,15Y,Cancer cell line
CVCL_C114,Relicell hES4,Homo sapiens,Blastocyst stage,Embryonic stem cell
CVCL_E921,ReNcell VM,Homo sapiens,Fetus,Transformed cell line
CVCL_3152,RERF-GC-1B,Homo sapiens,41Y,Cancer cell line
CVCL_1654,RERF-LC-KJ,Homo sapiens,78Y,Cancer cell line
CVCL_1655,RERF-LC-MS,Homo sapiens,,Cancer cell line
CVCL_3154,RERF-LC-OK,Homo sapiens,,Cancer cell line
CVCL_1659,Rh18,Homo sapiens,2Y,Cancer cell line
CVCL_8752,Rh28,Homo sapiens,17Y,Cancer cell line
CVCL_0041,Rh30,Homo sapiens,17Y,Cancer cell line
CVCL_M599,Rh36,Homo sapiens,15Y,Cancer cell line
CVCL_2176,Rh41,Homo sapiens,7Y,Cancer cell line
CVCL_1885,Ri-1,Homo sapiens,57Y,Cancer cell line
CVCL_3156,RKN,Homo sapiens,45Y,Cancer cell line
CVCL_0504,RKO,Homo sapiens,Age unspecified,Cancer cell line
CVCL_3787,RKO-E6,Homo sapiens,Age unspecified,Cancer cell line
CVCL_1660,RL,Homo sapiens,52Y,Cancer cell line
CVCL_AS76,RL159,Homo sapiens,,Cancer cell line
CVCL_0505,RL95-2,Homo sapiens,65Y,Cancer cell line
CVCL_1662,RMG-I,Homo sapiens,34Y,Cancer cell line
CVCL_3158,RMUG-S,Homo sapiens,62Y,Cancer cell line
CVCL_2710,RPMI-1788,Homo sapiens,33Y,Transformed cell line
CVCL_1664,RPMI-2650,Homo sapiens,52Y,Cancer cell line
CVCL_1666,RPMI-7951,Homo sapiens,18Y,Cancer cell line
CVCL_0014,RPMI-8226,Homo sapiens,61Y,Cancer cell line
CVCL_1668,RPMI-8866,Homo sapiens,51Y,Transformed cell line
CVCL_0093,RS4;11,Homo sapiens,32Y,Cancer cell line
CVCL_1670,RT-112,Homo sapiens,Age unspecified,Cancer cell line
CVCL_0036,RT-4,Homo sapiens,63Y,Cancer cell line
CVCL_6215,RT112/D21,Homo sapiens,Age unspecified,Cancer cell line
CVCL_B809,RUES1,Homo sapiens,Blastocyst stage,Embryonic stem cell
CVCL_B810,RUES2,Homo sapiens,Blastocyst stage,Embryonic stem cell
CVCL_B811,RUES3,Homo sapiens,Blastocyst stage,Embryonic stem cell
CVCL_1672,RVH-421,Homo sapiens,28Y,Cancer cell line
CVCL_3791,RWPE-1,Homo sapiens,54Y,Transformed cell line
CVCL_1673,RXF 393L,Homo sapiens,54Y,Cancer cell line
CVCL_1674,S-117,Homo sapiens,47Y,Cancer cell line
CVCL_QY82,SANi001-A,Homo sapiens,47Y,Induced pluripotent stem cell
CVCL_QY83,SANi002-A,Homo sapiens,28Y,Induced pluripotent stem cell
CVCL_QY86,SANi003-A,Homo sapiens,51Y,Induced pluripotent stem cell
CVCL_0548,SaOS-2,Homo sapiens,11Y,Cancer cell line
CVCL_1888,Sc-1,Homo sapiens,67Y,Cancer cell line
CVCL_1681,SCC-15,Homo sapiens,55Y,Cancer cell line
CVCL_1682,SCC-25,Homo sapiens,70Y,Cancer cell line
CVCL_1683,SCC-3,Homo sapiens,20Y,Cancer cell line
CVCL_1685,SCC-9,Homo sapiens,25Y,Cancer cell line
CVCL_0024,SCLC-21H,Homo sapiens,46Y,Cancer cell line
CVCL_2186,SCLC-22H,Homo sapiens,46Y,Cancer cell line
CVCL_8262,SCLC-24H,Homo sapiens,46Y,Cancer cell line
CVCL_AV63,SDAR1,Homo sapiens,66Y,Cancer cell line
CVCL_AV64,SDAR2,Homo sapiens,66Y,Cancer cell line
CVCL_8113,SEG-1,Homo sapiens,Age unspecified,Cancer cell line
CVCL_M646,Seraphina,Homo sapiens,7Y,Cancer cell line
CVCL_2187,SET-2,Homo sapiens,71Y,Cancer cell line
CVCL_D682,SF 181,Homo sapiens,,Finite cell line
CVCL_1688,SF126,Homo sapiens,,Cancer cell line
CVCL_6947,SF17,Homo sapiens,,Cancer cell line
CVCL_6948,SF188,Homo sapiens,8Y,Cancer cell line
CVCL_1689,SF268,Homo sapiens,24Y,Cancer cell line
CVCL_1690,SF295,Homo sapiens,67Y,Cancer cell line
CVCL_1691,SF539,Homo sapiens,34Y,Cancer cell line
CVCL_6949,SF763,Homo sapiens,36Y,Cancer cell line
CVCL_6950,SF767,Homo sapiens,66Y,Cancer cell line
CVCL_IT45,SF7761,Homo sapiens,6Y,Telomerase immortalized cell line
CVCL_IT46,SF8628,Homo sapiens,,Cancer cell line
CVCL_0019,SH-SY5Y,Homo sapiens,4Y,Cancer cell line
CVCL_1694,SIG-M5,Homo sapiens,63Y,Cancer cell line
CVCL_0032,SiHa,Homo sapiens,55Y,Cancer cell line
CVCL_1695,SiMa,Homo sapiens,1Y8M,Cancer cell line
CVCL_2193,SiSo,Homo sapiens,67Y,Cancer cell line
CVCL_1697,SJSA-1,Homo sapiens,19Y,Cancer cell line
CVCL_0033,SK-BR-3,Homo sapiens,43Y,Cancer cell line
CVCL_5218,SK-BR-7,Homo sapiens,Age unspecified,Cancer cell line
CVCL_0626,SK-CO-1,Homo sapiens,65Y,Cancer cell line
CVCL_0627,SK-ES-1,Homo sapiens,18Y,Cancer cell line
CVCL_2195,SK-GT-4,Homo sapiens,89Y,Cancer cell line
CVCL_8114,SK-GT-5,Homo sapiens,72Y,Cancer cell line
CVCL_0525,SK-HEP-1,Homo sapiens,52Y,Cancer cell line
CVCL_5466,SK-LC-17,Homo sapiens,66Y,Cancer cell line
CVCL_5468,SK-LC-2,Homo sapiens,65Y,Cancer cell line
CVCL_0628,SK-LMS-1,Homo sapiens,43Y,Cancer cell line
CVCL_0629,SK-LU-1,Homo sapiens,60Y,Cancer cell line
CVCL_0068,SK-MEL-1,Homo sapiens,29Y,Cancer cell line
CVCL_0069,SK-MEL-2,Homo sapiens,60Y,Cancer cell line
CVCL_6027,SK-MEL-23,Homo sapiens,67Y,Cancer cell line
CVCL_0599,SK-MEL-24,Homo sapiens,67Y,Cancer cell line
CVCL_0526,SK-MEL-28,Homo sapiens,51Y,Cancer cell line
CVCL_0550,SK-MEL-3,Homo sapiens,42Y,Cancer cell line
CVCL_0039,SK-MEL-30,Homo sapiens,67Y,Cancer cell line
CVCL_0600,SK-MEL-31,Homo sapiens,33Y,Cancer cell line
CVCL_0527,SK-MEL-5,Homo sapiens,24Y,Cancer cell line
CVCL_0630,SK-MES-1,Homo sapiens,65Y,Cancer cell line
CVCL_A478,SK-MM-1,Homo sapiens,55Y,Cancer cell line
CVCL_1699,SK-MM-2,Homo sapiens,54Y,Cancer cell line
CVCL_1700,SK-N-AS,Homo sapiens,6Y,Cancer cell line
CVCL_9898,SK-N-BE(1),Homo sapiens,1Y10M,Cancer cell line
CVCL_0528,SK-N-BE(2),Homo sapiens,1Y10M,Cancer cell line
CVCL_0167,SK-N-BE(2)-M17,Homo sapiens,1Y10M,Cancer cell line
CVCL_1701,SK-N-DZ,Homo sapiens,2Y,Cancer cell line
CVCL_1702,SK-N-FI,Homo sapiens,11Y,Cancer cell line
CVCL_4569,SK-N-LO,Homo sapiens,,Cancer cell line
CVCL_0530,SK-N-MC,Homo sapiens,12Y,Cancer cell line
CVCL_1398,SK-N-MC-IXC,Homo sapiens,12Y,Cancer cell line
CVCL_AQ53,SK-N-RA,Homo sapiens,6Y,Cancer cell line
CVCL_0531,SK-N-SH,Homo sapiens,4Y,Cancer cell line
CVCL_0631,SK-NEP-1,Homo sapiens,25Y,Cancer cell line
CVCL_0532,SK-OV-3,Homo sapiens,64Y,Cancer cell line
CVCL_A748,SK-PN-LI,Homo sapiens,3Y,Cancer cell line
CVCL_4017,SK-RC-1,Homo sapiens,41Y,Cancer cell line
CVCL_6175,SK-RC-10,Homo sapiens,63Y,Cancer cell line
CVCL_6176,SK-RC-11,Homo sapiens,60Y,Cancer cell line
CVCL_6177,SK-RC-12,Homo sapiens,68Y,Cancer cell line
CVCL_6178,SK-RC-13,Homo sapiens,63Y,Cancer cell line
CVCL_6180,SK-RC-15,Homo sapiens,68Y,Cancer cell line
CVCL_GS24,SK-RC-16,Homo sapiens,56Y,Cancer cell line
CVCL_6169,SK-RC-2,Homo sapiens,59Y,Cancer cell line
CVCL_6182,SK-RC-21,Homo sapiens,59Y,Cancer cell line
CVCL_VR18,SK-RC-22,Homo sapiens,78Y,Cancer cell line
CVCL_VR19,SK-RC-24,Homo sapiens,37Y,Cancer cell line
CVCL_VR20,SK-RC-25,Homo sapiens,Age unspecified,Cancer cell line
CVCL_6183,SK-RC-26A,Homo sapiens,58Y,Cancer cell line
CVCL_3120,SK-RC-26B,Homo sapiens,58Y,Cancer cell line
CVCL_6184,SK-RC-28,Homo sapiens,51Y,Cancer cell line
CVCL_6185,SK-RC-30,Homo sapiens,74Y,Cancer cell line
CVCL_6186,SK-RC-31,Homo sapiens,Age unspecified,Cancer cell line
CVCL_6187,SK-RC-33,Homo sapiens,74Y,Cancer cell line
CVCL_4020,SK-RC-35,Homo sapiens,Age unspecified,Cancer cell line
CVCL_VR22,SK-RC-36,Homo sapiens,65Y,Cancer cell line
CVCL_6171,SK-RC-4,Homo sapiens,48Y,Cancer cell line
CVCL_6190,SK-RC-40,Homo sapiens,51Y,Cancer cell line
CVCL_4016,SK-RC-45,Homo sapiens,48Y,Cancer cell line
CVCL_6193,SK-RC-46,Homo sapiens,34Y,Cancer cell line
CVCL_6195,SK-RC-48,Homo sapiens,73Y,Cancer cell line
CVCL_6198,SK-RC-52,Homo sapiens,61Y,Cancer cell line
CVCL_6200,SK-RC-54,Homo sapiens,64Y,Cancer cell line
CVCL_4023,SK-RC-6,Homo sapiens,72Y,Cancer cell line
CVCL_6208,SK-RC-61,Homo sapiens,53Y,Cancer cell line
CVCL_VR23,SK-RC-63,Homo sapiens,Age unspecified,Cancer cell line
CVCL_4024,SK-RC-7,Homo sapiens,64Y,Cancer cell line
CVCL_6173,SK-RC-8,Homo sapiens,47Y,Cancer cell line
CVCL_6174,SK-RC-9,Homo sapiens,56Y,Cancer cell line
CVCL_0533,SK-UT-1,Homo sapiens,75Y,Cancer cell line
CVCL_2250,SK-UT-1B,Homo sapiens,75Y,Cancer cell line
CVCL_2794,SKG-II,Homo sapiens,50Y,Cancer cell line
CVCL_1704,SKG-IIIa,Homo sapiens,38Y,Cancer cell line
CVCL_2795,SKG-IIIb,Homo sapiens,38Y,Cancer cell line
CVCL_0098,SKM-1,Homo sapiens,76Y,Cancer cell line
CVCL_2197,SKW-3,Homo sapiens,27Y,Cancer cell line
CVCL_V607,SLR21,Homo sapiens,,Cancer cell line
CVCL_V608,SLR22,Homo sapiens,,Cancer cell line
CVCL_V609,SLR23,Homo sapiens,,Cancer cell line
CVCL_V612,SLR26,Homo sapiens,,Cancer cell line
CVCL_L670,SMA-iPS1,Homo sapiens,21FW,Induced pluripotent stem cell
CVCL_L671,SMA-iPS2,Homo sapiens,21FW,Induced pluripotent stem cell
CVCL_X018,SMC-L001,Homo sapiens,74Y,Cancer cell line
CVCL_A770,SMS-CTR,Homo sapiens,1Y,Cancer cell line
CVCL_7131,SMS-KAN,Homo sapiens,3Y,Cancer cell line
CVCL_7132,SMS-KANR,Homo sapiens,3Y8M,Cancer cell line
CVCL_AQ28,SMS-KCL,Homo sapiens,11M,Transformed cell line
CVCL_7133,SMS-KCN,Homo sapiens,11M,Cancer cell line
CVCL_7134,SMS-KCNR,Homo sapiens,11M,Cancer cell line
CVCL_9539,SMS-LHN,Homo sapiens,2Y,Cancer cell line
CVCL_AQ29,SMS-SAL,Homo sapiens,3Y,Transformed cell line
CVCL_7136,SMS-SAN,Homo sapiens,3Y,Cancer cell line
CVCL_AQ30,SMS-SB,Homo sapiens,16Y,Cancer cell line
CVCL_1705,SN12C,Homo sapiens,,Cancer cell line
CVCL_0535,SNB-19,Homo sapiens,75Y,Cancer cell line
CVCL_1706,SNB-75,Homo sapiens,75Y,Cancer cell line
CVCL_1707,SNG-M,Homo sapiens,52Y,Cancer cell line
CVCL_5013,SNU-1181,Homo sapiens,65Y,Cancer cell line
CVCL_5018,SNU-1235,Homo sapiens,68Y,Cancer cell line
CVCL_5024,SNU-1406,Homo sapiens,59Y,Cancer cell line
CVCL_5025,SNU-1411,Homo sapiens,42Y,Cancer cell line
CVCL_5026,SNU-1460,Homo sapiens,25Y,Cancer cell line
CVCL_5027,SNU-1544,Homo sapiens,38Y,Cancer cell line
CVCL_0076,SNU-16,Homo sapiens,33Y,Cancer cell line
CVCL_5028,SNU-1684,Homo sapiens,43Y,Cancer cell line
CVCL_5030,SNU-1746,Homo sapiens,43Y,Cancer cell line
CVCL_8914,SNU-1750,Homo sapiens,65Y,Cancer cell line
CVCL_0090,SNU-182,Homo sapiens,24Y,Cancer cell line
CVCL_8915,SNU-1967,Homo sapiens,41Y,Cancer cell line
CVCL_3946,SNU-216,Homo sapiens,46Y,Cancer cell line
CVCL_UR63,SNU-2404A,Homo sapiens,62Y,Cancer cell line
CVCL_UR64,SNU-2404B,Homo sapiens,62Y,Cancer cell line
CVCL_UR65,SNU-2414A,Homo sapiens,76Y,Cancer cell line
CVCL_UR66,SNU-2414B,Homo sapiens,76Y,Cancer cell line
CVCL_5038,SNU-245,Homo sapiens,Age unspecified,Cancer cell line
CVCL_5041,SNU-254,Homo sapiens,61Y,Cancer cell line
CVCL_0250,SNU-387,Homo sapiens,41Y,Cancer cell line
CVCL_0077,SNU-398,Homo sapiens,42Y,Cancer cell line
CVCL_0366,SNU-423,Homo sapiens,40Y,Cancer cell line
CVCL_0454,SNU-449,Homo sapiens,52Y,Cancer cell line
CVCL_0497,SNU-475,Homo sapiens,43Y,Cancer cell line
CVCL_5066,SNU-479,Homo sapiens,62Y,Cancer cell line
CVCL_0100,SNU-484,Homo sapiens,53Y,Cancer cell line
CVCL_0078,SNU-5,Homo sapiens,33Y,Cancer cell line
CVCL_0101,SNU-601,Homo sapiens,34Y,Cancer cell line
CVCL_5079,SNU-620,Homo sapiens,59Y,Cancer cell line
CVCL_0102,SNU-638,Homo sapiens,48Y,Cancer cell line
CVCL_5081,SNU-668,Homo sapiens,63Y,Cancer cell line
CVCL_5084,SNU-70,Homo sapiens,61Y,Cancer cell line
CVCL_5086,SNU-719,Homo sapiens,53Y,Cancer cell line
CVCL_5095,SNU-796,Homo sapiens,34Y,Cancer cell line
CVCL_5109,SNU-977,Homo sapiens,52Y,Cancer cell line
CVCL_1708,SNU-C1,Homo sapiens,71Y,Cancer cell line
CVCL_RX15,SORMi001-A,Homo sapiens,<1D,Induced pluripotent stem cell
CVCL_1711,SR,Homo sapiens,11Y,Cancer cell line
CVCL_7157,SRA01/04,Homo sapiens,,Transformed cell line
CVCL_0538,SU-DHL-1,Homo sapiens,10Y,Cancer cell line
CVCL_1889,SU-DHL-10,Homo sapiens,25Y,Cancer cell line
CVCL_1890,SU-DHL-16,Homo sapiens,Age unspecified,Cancer cell line
CVCL_0539,SU-DHL-4,Homo sapiens,38Y,Cancer cell line
CVCL_1735,SU-DHL-5,Homo sapiens,17Y,Cancer cell line
CVCL_2206,SU-DHL-6,Homo sapiens,43Y,Cancer cell line
CVCL_2207,SU-DHL-8,Homo sapiens,59Y,Cancer cell line
CVCL_3881,SU.86.86,Homo sapiens,57Y,Cancer cell line
CVCL_3172,SUIT-2,Homo sapiens,73Y,Cancer cell line
CVCL_5589,SUM1315MO2,Homo sapiens,,Cancer cell line
CVCL_3422,SUM149PT,Homo sapiens,40Y,Cancer cell line
CVCL_5423,SUM159PT,Homo sapiens,71Y,Cancer cell line
CVCL_3423,SUM190PT,Homo sapiens,,Cancer cell line
CVCL_3425,SUM52PE,Homo sapiens,,Cancer cell line
CVCL_0103,SUP-B15,Homo sapiens,9Y,Cancer cell line
CVCL_0541,SV80,Homo sapiens,Adult,Transformed cell line
CVCL_0544,SW1116,Homo sapiens,73Y,Cancer cell line
CVCL_1716,SW1271,Homo sapiens,69Y,Cancer cell line
CVCL_0542,SW13,Homo sapiens,55Y,Cancer cell line
CVCL_0543,SW1353,Homo sapiens,72Y,Cancer cell line
CVCL_1717,SW1417,Homo sapiens,53Y,Cancer cell line
CVCL_1718,SW1463,Homo sapiens,66Y,Cancer cell line
CVCL_1720,SW1573,Homo sapiens,44Y,Cancer cell line
CVCL_3883,SW1736,Homo sapiens,77Y,Cancer cell line
CVCL_1723,SW1990,Homo sapiens,56Y,Cancer cell line
CVCL_0545,SW403,Homo sapiens,51Y,Cancer cell line
CVCL_1724,SW48,Homo sapiens,83Y,Cancer cell line
CVCL_0546,SW480,Homo sapiens,51Y,Cancer cell line
CVCL_3799,SW527,Homo sapiens,51Y,Cancer cell line
CVCL_3603,SW579,Homo sapiens,59Y,Cancer cell line
CVCL_0547,SW620,Homo sapiens,51Y,Cancer cell line
CVCL_1725,SW626,Homo sapiens,46Y,Cancer cell line
CVCL_1726,SW684,Homo sapiens,68Y,Cancer cell line
CVCL_3884,SW742,Homo sapiens,75Y,Cancer cell line
CVCL_1728,SW780,Homo sapiens,80Y,Cancer cell line
CVCL_1729,SW837,Homo sapiens,53Y,Cancer cell line
CVCL_1730,SW872,Homo sapiens,36Y,Cancer cell line
CVCL_1731,SW900,Homo sapiens,53Y,Cancer cell line
CVCL_0632,SW948,Homo sapiens,81Y,Cancer cell line
CVCL_1734,SW982,Homo sapiens,25Y,Cancer cell line
CVCL_0553,T-47D,Homo sapiens,54Y,Cancer cell line
CVCL_3174,T.T,Homo sapiens,67Y,Cancer cell line
CVCL_6850,T/C28a2,Homo sapiens,15Y,Transformed cell line
CVCL_6478,T235,Homo sapiens,77Y,Cancer cell line
